radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
22.559192,0.618,-48.605259,0.221,16.512,0.065,8,17.086,0.089,8,NA,NA,0,16.822,0.059,8,16.394,0.089,8,16.101,0.228,8,NA,NA,0,NA,NA,0
22.559618,0.407,-48.92666,0.189,13.446,0.074,8,14.125,0.038,8,NA,NA,0,13.776,0.025,8,13.334,0.041,8,13.178,0.084,8,13.042,0.119,4,NA,NA,0
22.562403,0.218,-48.860788,0.2,12.5,0.062,9,13.069,0.037,9,NA,NA,0,12.775,0.029,9,12.376,0.066,9,12.299,0.076,9,12.261,0.075,4,NA,NA,0
22.56497,0.228,-48.600455,0.312,17.411,0.207,1,18.56,0.3,1,NA,NA,0,18.079,0.126,3,17.293,0.182,3,NA,NA,0,NA,NA,0,NA,NA,0
22.565199,0.313,-48.841236,0.181,15.744,0.079,9,17.331,0.134,9,NA,NA,0,16.571,0.067,9,15.147,0.069,9,14.187,0.068,9,NA,NA,0,NA,NA,0
22.567414,0.288,-48.893591,0.277,16.033,0.115,8,16.777,0.051,8,NA,NA,0,16.426,0.075,8,15.919,0.081,8,15.686,0.103,8,NA,NA,0,NA,NA,0
22.571902,0.351,-48.821073,0.316,16.742,0.163,9,17.486,0.155,9,NA,NA,0,17.079,0.069,9,16.522,0.094,9,16.241,0.185,9,NA,NA,0,NA,NA,0
22.573119,0.373,-48.88538,0.165,16.152,0.056,9,17.628,0.176,9,NA,NA,0,16.879,0.046,9,15.591,0.045,9,15.1,0.138,9,NA,NA,0,NA,NA,0
22.582371,0.222,-48.531125,0.158,NA,NA,0,NA,NA,0,NA,NA,0,18.801,0.08,2,17.457,0.198,2,NA,NA,0,NA,NA,0,NA,NA,0
22.5887,0.37,-48.838317,0.367,18.171,0.35,1,18.433,0.339,1,NA,NA,0,18.031,0.081,5,17.321,0.166,5,NA,NA,0,NA,NA,0,NA,NA,0
22.592994,0.286,-48.669366,0.211,13.305,0.043,6,13.964,0.039,6,NA,NA,0,13.606,0.016,6,13.076,0.07,6,12.943,0.078,6,12.824,0.141,3,NA,NA,0
22.5971,0.162,-48.63011,0.938,16.542,0.093,1,17.495,0.117,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
22.597843,0.543,-49.003007,0.204,NA,NA,0,NA,NA,0,NA,NA,0,18.669,0.147,2,17.374,0.086,2,16.711,0.097,2,NA,NA,0,NA,NA,0
22.59858,0.145,-48.890684,0.609,NA,NA,0,NA,NA,0,NA,NA,0,18.291,0.195,1,17.374,0.223,1,NA,NA,0,NA,NA,0,NA,NA,0
22.600061,0.243,-48.934237,0.193,15.374,0.05,6,16.448,0.061,6,NA,NA,0,15.907,0.03,6,14.967,0.032,6,14.599,0.099,6,NA,NA,0,NA,NA,0
22.605714,0.89,-48.985134,0.344,NA,NA,0,NA,NA,0,NA,NA,0,18.161,0.131,5,16.973,0.028,4,16.176,0.156,5,NA,NA,0,NA,NA,0
22.609599,0.372,-48.925601,0.282,13.598,0.053,6,14.254,0.049,6,NA,NA,0,13.881,0.034,6,13.419,0.041,6,13.269,0.091,6,13.223,0.205,3,NA,NA,0
22.610976,0.319,-48.985464,0.312,NA,NA,0,NA,NA,0,NA,NA,0,18.11,0.02,3,17.226,0.164,3,16.58,0.25,1,NA,NA,0,NA,NA,0
22.613232,0.241,-48.857703,0.234,16.054,0.083,4,17.102,0.127,4,NA,NA,0,16.536,0.08,4,15.617,0.087,4,15.358,0.028,4,NA,NA,0,NA,NA,0
22.613826,0.411,-49.080936,0.343,NA,NA,0,NA,NA,0,NA,NA,0,18.258,0.154,5,16.942,0.101,5,16.043,0.194,5,NA,NA,0,NA,NA,0
22.615242,0.557,-48.860421,0.997,14.995,0.075,7,15.81,0.072,7,NA,NA,0,15.403,0.043,7,14.761,0.048,7,14.578,0.088,7,NA,NA,0,NA,NA,0
22.621646,0.371,-48.802856,0.334,14.208,0.05,7,14.837,0.052,7,NA,NA,0,14.495,0.026,7,14.018,0.078,7,13.907,0.091,7,NA,NA,0,NA,NA,0
22.62208,0.334,-48.89733,0.192,15.598,0.061,6,16.565,0.066,6,NA,NA,0,16.08,0.067,6,15.224,0.033,6,14.897,0.101,6,NA,NA,0,NA,NA,0
22.623205,0.462,-48.838096,0.948,16.192,0.113,7,16.844,0.101,7,NA,NA,0,16.489,0.026,7,15.975,0.045,7,15.656,0.1,7,NA,NA,0,NA,NA,0
22.626213,0.124,-48.48129,0.034,NA,NA,0,NA,NA,0,NA,NA,0,18.912,0.341,1,17.604,0.22,1,NA,NA,0,NA,NA,0,NA,NA,0
22.626983,0.093,-49.097572,0.045,NA,NA,0,NA,NA,0,NA,NA,0,18.464,0.232,1,17.831,0.255,1,NA,NA,0,NA,NA,0,NA,NA,0
22.634593,0.248,-48.507935,0.289,16.197,0.079,6,16.923,0.099,6,NA,NA,0,16.564,0.022,5,16.014,0.051,5,15.864,0.197,5,NA,NA,0,NA,NA,0
22.644449,0.478,-48.39325,0.404,14.685,0.056,6,15.448,0.061,6,NA,NA,0,15.04,0.012,5,14.42,0.079,5,14.264,0.099,5,13.753,0.23,1,NA,NA,0
22.644989,0.428,-48.963847,0.332,16.177,0.087,6,16.828,0.083,6,NA,NA,0,16.465,0.072,6,15.964,0.113,6,15.801,0.197,6,NA,NA,0,NA,NA,0
22.653582,0.379,-48.874239,0.361,17.174,0.089,7,17.743,0.205,7,NA,NA,0,17.505,0.081,6,17.083,0.155,6,NA,NA,0,NA,NA,0,NA,NA,0
22.653816,0.382,-48.639611,0.428,13.94,0.055,7,14.631,0.036,7,NA,NA,0,14.26,0.025,6,13.708,0.071,6,13.535,0.064,6,13.432,0.197,4,NA,NA,0
22.656544,0.373,-49.012549,0.358,16.429,0.064,6,17.212,0.109,6,NA,NA,0,16.772,0.072,5,16.158,0.094,5,15.671,0.106,5,NA,NA,0,NA,NA,0
22.661341,0.873,-48.585417,0.507,NA,NA,0,NA,NA,0,NA,NA,0,18.62,0.216,1,17.473,0.187,1,16.715,0.302,1,NA,NA,0,NA,NA,0
22.662324,0.352,-48.901791,0.32,14.095,0.055,6,14.733,0.037,6,NA,NA,0,14.363,0.031,5,13.902,0.039,5,13.73,0.095,5,13.366,0.078,2,NA,NA,0
22.665655,0.177,-48.515428,0.126,15.096,0.043,6,15.881,0.077,6,NA,NA,0,15.466,0.018,5,14.827,0.075,5,14.654,0.053,5,NA,NA,0,NA,NA,0
22.67177,0.599,-49.085739,0.413,17.811,0.148,2,18.399,0.214,2,NA,NA,0,18.147,0.105,2,17.479,0.161,2,NA,NA,0,NA,NA,0,NA,NA,0
22.680766,0.191,-48.453857,0.226,16.088,0.107,6,16.787,0.093,6,NA,NA,0,16.392,0.027,5,15.811,0.05,5,15.564,0.097,5,NA,NA,0,NA,NA,0
22.682989,0.339,-48.498326,0.209,13.822,0.042,7,14.391,0.033,7,NA,NA,0,14.077,0.023,6,13.671,0.069,6,13.554,0.084,6,NA,NA,0,NA,NA,0
22.683578,0.4,-48.872263,0.262,16.356,0.091,7,17.125,0.131,7,NA,NA,0,16.731,0.063,6,16.094,0.119,6,15.96,0.154,6,NA,NA,0,NA,NA,0
22.687868,0.478,-48.702587,0.322,17.258,0.2,6,17.863,0.128,6,NA,NA,0,17.402,0.054,6,16.955,0.147,6,16.654,0.235,1,NA,NA,0,NA,NA,0
22.689599,0.441,-49.052184,0.521,17.026,0.137,5,17.543,0.084,5,NA,NA,0,17.397,0.216,5,16.919,0.173,5,16.644,0.069,3,NA,NA,0,NA,NA,0
22.69388,0.194,-49.02589,0.305,15.555,0.063,6,16.184,0.058,6,NA,NA,0,15.864,0.029,5,15.421,0.06,5,15.255,0.169,5,NA,NA,0,NA,NA,0
22.697923,0.425,-48.453176,0.311,17.201,0.18,7,17.546,0.17,7,NA,NA,0,17.345,0.068,6,16.925,0.11,6,16.535,0.182,2,NA,NA,0,NA,NA,0
22.70219,0.175,-48.607246,0.135,14.85,0.052,7,15.737,0.065,7,NA,NA,0,15.277,0.029,6,14.527,0.083,6,14.288,0.099,6,NA,NA,0,NA,NA,0
22.702468,0.314,-48.374117,0.322,16.464,0.096,6,17.313,0.063,6,NA,NA,0,16.876,0.032,5,16.207,0.053,5,16.035,0.051,4,NA,NA,0,NA,NA,0
22.703847,0.228,-48.363849,0.275,14.735,0.077,6,15.473,0.036,6,NA,NA,0,15.076,0.015,5,14.451,0.06,5,14.291,0.071,5,NA,NA,0,NA,NA,0
22.70596,0.61,-49.023235,0.502,NA,NA,0,NA,NA,0,NA,NA,0,18.116,0.16,1,17.194,0.148,1,16.274,0.188,1,NA,NA,0,NA,NA,0
22.708356,0.421,-49.083163,0.395,NA,NA,0,NA,NA,0,NA,NA,0,18.386,0.227,4,16.723,0.164,4,15.685,0.09,4,NA,NA,0,NA,NA,0
22.709637,0.574,-49.219761,0.368,17.17,0.007,2,18.531,0.123,2,NA,NA,0,17.741,0.035,5,16.473,0.098,5,15.965,0.093,4,NA,NA,0,NA,NA,0
22.714268,0.276,-49.248248,0.174,11.883,0.047,8,12.63,0.03,8,NA,NA,0,12.227,0.054,6,11.669,0.043,6,11.485,0.059,6,11.377,0.069,4,NA,NA,0
22.721376,0.753,-48.750074,0.694,NA,NA,0,NA,NA,0,NA,NA,0,17.934,0.147,4,17.412,0.153,4,NA,NA,0,NA,NA,0,NA,NA,0
22.721985,0.536,-49.086694,0.456,NA,NA,0,NA,NA,0,NA,NA,0,17.933,0.172,5,16.578,0.121,5,15.627,0.081,5,NA,NA,0,NA,NA,0
22.724317,0.463,-48.963922,0.317,17.863,0.267,1,18.161,0.232,1,NA,NA,0,18.235,0.046,2,17.749,0.069,2,NA,NA,0,NA,NA,0,NA,NA,0
22.724519,0.552,-48.760391,0.349,13.682,0.044,7,14.606,0.03,7,NA,NA,0,14.128,0.029,6,13.386,0.067,6,13.14,0.082,6,13.001,0.133,3,NA,NA,0
22.730484,0.331,-49.187281,0.263,13.396,0.051,9,14.061,0.051,9,NA,NA,0,13.689,0.043,8,13.234,0.042,8,13.12,0.084,8,13.154,0.221,4,NA,NA,0
22.73166,0.537,-48.733379,0.314,17.173,0.163,7,17.747,0.171,7,NA,NA,0,17.426,0.034,6,16.996,0.148,6,16.801,0.033,2,NA,NA,0,NA,NA,0
22.734374,0.318,-48.247461,0.308,14.481,0.067,6,15.178,0.027,6,NA,NA,0,14.812,0.015,5,14.24,0.06,5,14.088,0.082,5,NA,NA,0,NA,NA,0
22.735429,0.629,-49.095051,0.46,14.743,0.051,5,15.233,0.041,5,NA,NA,0,14.958,0.028,2,14.692,0.02,2,14.567,0.061,2,NA,NA,0,NA,NA,0
22.735947,0.177,-48.419852,0.175,15.837,0.089,7,16.96,0.106,7,NA,NA,0,16.414,0.036,6,15.379,0.077,6,15.113,0.077,6,NA,NA,0,NA,NA,0
22.736438,0.572,-48.386021,0.479,NA,NA,0,NA,NA,0,NA,NA,0,18.281,0.12,5,17.249,0.289,5,16.78,0.225,2,NA,NA,0,NA,NA,0
22.736631,0.286,-48.288619,0.266,14.944,0.089,6,15.724,0.063,6,NA,NA,0,15.313,0.019,5,14.675,0.067,5,14.506,0.065,5,NA,NA,0,NA,NA,0
22.738742,0.171,-48.52209,0.16,15.35,0.058,7,15.902,0.061,7,NA,NA,0,15.607,0.022,6,15.18,0.075,6,15.139,0.073,6,NA,NA,0,NA,NA,0
22.739079,0.166,-48.362793,0.181,14.771,0.076,7,15.356,0.032,7,NA,NA,0,15.039,0.02,6,14.566,0.08,6,14.488,0.065,6,NA,NA,0,NA,NA,0
22.741952,0.705,-48.872013,0.412,10.248,0.124,11,11.312,0.034,7,NA,NA,0,10.778,0.13,6,9.759,0.148,4,9.515,0.181,4,9.089,0.055,4,NA,NA,0
22.742359,0.272,-49.233295,0.44,17.157,0.138,1,18.237,0.25,1,NA,NA,0,17.609,0.107,5,16.595,0.042,4,16.228,0.074,4,NA,NA,0,NA,NA,0
22.743173,0.3,-48.372926,0.186,15.448,0.063,7,16.686,0.087,7,NA,NA,0,16.088,0.05,6,14.961,0.058,6,14.452,0.074,6,NA,NA,0,NA,NA,0
22.745284,0.307,-48.290259,0.298,14.741,0.032,7,15.431,0.044,7,NA,NA,0,15.062,0.028,6,14.514,0.076,6,14.392,0.064,6,NA,NA,0,NA,NA,0
22.747716,0.664,-49.051079,0.655,14.781,0.034,3,15.414,0.027,3,NA,NA,0,15.091,0.018,1,14.561,0.018,1,14.413,0.035,1,13.891,0.257,1,NA,NA,0
22.749422,0.387,-48.996239,0.498,17.263,0.153,3,17.961,0.144,3,NA,NA,0,17.6,0.005,2,17.292,0.096,2,NA,NA,0,NA,NA,0,NA,NA,0
22.75089,0.379,-48.614919,0.671,NA,NA,0,NA,NA,0,NA,NA,0,18.156,0.172,1,17.472,0.186,1,NA,NA,0,NA,NA,0,NA,NA,0
22.751475,0.379,-48.385199,0.343,16.767,0.122,7,17.668,0.176,7,NA,NA,0,17.257,0.074,6,16.656,0.028,6,16.597,0.169,4,NA,NA,0,NA,NA,0
22.752451,0.381,-48.414775,0.284,NA,NA,0,NA,NA,0,NA,NA,0,18.25,0.152,6,16.818,0.102,6,16.091,0.171,5,NA,NA,0,NA,NA,0
22.7537,0.301,-49.228625,0.627,NA,NA,0,NA,NA,0,NA,NA,0,18.015,0.121,3,17.337,0.09,3,NA,NA,0,NA,NA,0,NA,NA,0
22.754989,0.226,-48.441655,0.178,15.776,0.058,7,16.466,0.097,7,NA,NA,0,16.106,0.043,6,15.602,0.053,6,15.441,0.106,6,NA,NA,0,NA,NA,0
22.75537,0.235,-48.719639,0.16,14.286,0.033,7,15.215,0.045,7,NA,NA,0,14.715,0.026,6,13.959,0.065,6,13.699,0.068,6,13.435,0.16,1,NA,NA,0
22.756365,0.155,-48.642462,0.084,12.917,0.044,7,13.479,0.033,7,NA,NA,0,13.163,0.027,6,12.736,0.068,6,12.667,0.073,6,12.627,0.076,1,NA,NA,0
22.757498,0.901,-48.545494,0.446,NA,NA,0,NA,NA,0,NA,NA,0,18.285,0.157,4,17.142,0.225,4,16.429,0.201,1,NA,NA,0,NA,NA,0
22.75868,0.329,-49.1583,0.286,13.188,0.032,8,14.331,0.058,8,NA,NA,0,13.764,0.058,7,12.718,0.024,7,12.344,0.051,7,12.105,0.086,4,NA,NA,0
22.759274,0.691,-49.270176,0.434,17.016,0.126,6,17.827,0.26,6,NA,NA,0,17.342,0.091,5,16.763,0.041,5,16.679,0.159,3,NA,NA,0,NA,NA,0
22.761425,0.42,-49.204176,0.168,NA,NA,0,NA,NA,0,NA,NA,0,18.697,0.038,2,17.691,0.004,2,16.491,0.198,1,NA,NA,0,NA,NA,0
22.763231,0.293,-49.299217,0.241,13.38,0.038,7,14.025,0.043,7,NA,NA,0,13.648,0.047,6,13.196,0.024,6,13.1,0.035,6,13.003,0.163,4,NA,NA,0
22.769414,0.44,-48.480278,0.589,16.929,0.062,6,18.028,0.209,6,NA,NA,0,17.517,0.105,6,16.511,0.109,6,16.273,0.155,6,NA,NA,0,NA,NA,0
22.770361,0.221,-48.319655,0.273,14.691,0.066,7,15.577,0.039,7,NA,NA,0,15.1,0.019,6,14.391,0.052,6,14.132,0.056,6,NA,NA,0,NA,NA,0
22.77052,0.352,-48.360153,0.349,16.558,0.081,7,17.578,0.093,7,NA,NA,0,17.126,0.029,6,16.149,0.068,6,15.826,0.159,6,NA,NA,0,NA,NA,0
22.771297,0.265,-49.283708,0.271,15.325,0.039,7,15.829,0.085,7,NA,NA,0,15.531,0.057,6,15.167,0.049,6,15.029,0.088,6,NA,NA,0,NA,NA,0
22.77266,0.497,-48.885057,0.492,17.177,0.154,4,18.035,0.185,4,NA,NA,0,17.636,0.131,5,17.045,0.108,5,16.85,0.111,3,NA,NA,0,NA,NA,0
22.775632,0.331,-48.350336,0.468,NA,NA,0,NA,NA,0,NA,NA,0,17.927,0.114,6,16.497,0.071,6,15.62,0.141,6,NA,NA,0,NA,NA,0
22.777528,0.59,-49.004082,0.43,14.276,0.041,5,15.14,0.047,5,NA,NA,0,14.672,0.028,4,14.051,0.029,4,13.834,0.053,4,13.702,0.032,2,NA,NA,0
22.778538,0.232,-48.741252,0.13,15.912,0.074,6,16.751,0.108,6,NA,NA,0,16.336,0.038,5,15.695,0.065,5,15.565,0.057,5,NA,NA,0,NA,NA,0
22.778823,0.409,-48.681208,0.295,17.283,0.283,5,17.801,0.261,5,NA,NA,0,17.579,0.099,5,17.173,0.109,5,NA,NA,0,NA,NA,0,NA,NA,0
22.784699,0.177,-49.17694,0.268,NA,NA,0,NA,NA,0,NA,NA,0,17.475,0.188,3,16.321,0.063,3,15.209,0.146,3,NA,NA,0,NA,NA,0
22.78496,0.52,-48.682341,0.381,17.698,0.255,1,18.098,0.197,1,NA,NA,0,17.961,0.205,5,17.137,0.139,5,NA,NA,0,NA,NA,0,NA,NA,0
22.786852,0.408,-48.788643,0.759,NA,NA,0,NA,NA,0,NA,NA,0,18.145,0.112,2,16.972,0.058,2,16.244,0.154,1,NA,NA,0,NA,NA,0
22.78764,0.467,-48.567291,0.477,17.381,0.164,1,18.077,0.243,1,NA,NA,0,18.284,0.093,4,16.883,0.022,4,16.289,0.232,4,NA,NA,0,NA,NA,0
22.788878,0.671,-49.032083,0.683,14.257,0.017,1,15.17,0.028,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,13.663,0.028,2,NA,NA,0
22.78943,0.488,-48.785242,0.558,17.546,0.073,3,18.196,0.226,2,NA,NA,0,17.897,0.116,5,17.355,0.08,5,NA,NA,0,NA,NA,0,NA,NA,0
22.790694,0.739,-49.177855,0.444,14.562,0.044,8,15.144,0.058,8,NA,NA,0,14.809,0.034,7,14.435,0.033,7,14.316,0.077,6,13.738,0.206,1,NA,NA,0
22.791854,0.782,-48.741336,0.398,NA,NA,0,NA,NA,0,NA,NA,0,18.15,0.173,3,17.014,0.09,3,16.529,0.003,2,NA,NA,0,NA,NA,0
22.792447,0.327,-48.244922,0.247,NA,NA,0,NA,NA,0,NA,NA,0,18.509,0.074,2,17.215,0.254,2,15.998,0.135,2,NA,NA,0,NA,NA,0
22.79303,0.397,-48.716289,0.387,17.059,0.139,4,18.274,0.15,4,NA,NA,0,17.763,0.126,5,16.908,0.119,5,16.453,0.212,3,NA,NA,0,NA,NA,0
22.795815,0.242,-48.217791,0.254,16.366,0.136,7,16.965,0.076,7,NA,NA,0,16.648,0.052,6,16.137,0.06,6,16.018,0.182,5,NA,NA,0,NA,NA,0
22.801899,0.051,-48.59706,0.837,16.644,0.101,1,17.226,0.09,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
22.80729,0.303,-48.803345,0.326,16.816,0.078,3,18.047,0.169,3,NA,NA,0,17.437,0.19,5,16.26,0.134,5,15.794,0.098,5,NA,NA,0,NA,NA,0
22.808628,0.418,-48.327613,0.301,16.637,0.105,6,17.651,0.27,6,NA,NA,0,17.249,0.075,5,16.239,0.053,5,15.819,0.171,5,NA,NA,0,NA,NA,0
22.810207,0.635,-48.443601,0.426,NA,NA,0,NA,NA,0,NA,NA,0,18.198,0.142,4,17.156,0.08,4,16.516,0.051,3,NA,NA,0,NA,NA,0
22.810793,0.425,-48.461518,0.33,NA,NA,0,NA,NA,0,NA,NA,0,17.819,0.053,5,16.525,0.059,5,15.13,0.08,5,NA,NA,0,NA,NA,0
22.81102,0.313,-48.79885,0.285,16.531,0.111,6,17.623,0.104,6,NA,NA,0,17.16,0.061,5,15.969,0.035,5,15.483,0.133,5,NA,NA,0,NA,NA,0
22.812367,0.334,-48.270921,0.274,16.267,0.031,6,17.025,0.175,6,NA,NA,0,16.597,0.048,5,15.99,0.08,5,15.738,0.206,5,NA,NA,0,NA,NA,0
22.816085,0.315,-49.221221,0.191,15.345,0.073,7,16.054,0.094,7,NA,NA,0,15.618,0.061,6,15.131,0.046,6,14.997,0.06,6,NA,NA,0,NA,NA,0
22.816586,0.558,-48.353909,0.406,17.658,0.216,1,17.888,0.179,1,NA,NA,0,17.906,0.163,3,17.466,0.205,3,NA,NA,0,NA,NA,0,NA,NA,0
22.822132,0.168,-48.203843,0.291,NA,NA,0,NA,NA,0,NA,NA,0,18.077,0.16,4,16.896,0.142,4,16.545,0.261,1,NA,NA,0,NA,NA,0
22.823395,0.467,-48.46736,0.595,17.568,0.202,1,17.965,0.227,1,NA,NA,0,17.97,0.078,4,17.126,0.214,4,NA,NA,0,NA,NA,0,NA,NA,0
22.824708,0.913,-48.835724,0.417,NA,NA,0,NA,NA,0,NA,NA,0,18.624,0.148,2,17.378,0.039,2,NA,NA,0,NA,NA,0,NA,NA,0
22.825356,0.31,-49.263691,0.252,13.715,0.034,7,14.27,0.037,7,NA,NA,0,13.946,0.041,6,13.589,0.035,6,13.501,0.022,6,13.325,0.167,3,NA,NA,0
22.826054,0.389,-48.597587,0.389,16.851,0.136,6,17.557,0.18,6,NA,NA,0,17.09,0.046,5,16.662,0.153,5,16.389,0.142,4,NA,NA,0,NA,NA,0
22.826759,0.143,-48.759784,0.147,13.444,0.011,6,14.343,0.047,6,NA,NA,0,13.889,0.025,5,13.175,0.04,5,12.898,0.058,5,12.747,0.016,2,NA,NA,0
22.828957,0.495,-48.911964,0.231,NA,NA,0,NA,NA,0,NA,NA,0,18.515,0.15,2,17.507,0.035,2,NA,NA,0,NA,NA,0,NA,NA,0
22.829785,0.223,-48.332873,0.647,17.352,0.17,1,18.142,0.226,1,NA,NA,0,18.118,0.117,4,16.881,0.202,4,16.208,0.223,4,NA,NA,0,NA,NA,0
22.83001,0.393,-48.154503,0.299,15.829,0.06,6,16.947,0.099,6,NA,NA,0,16.429,0.019,5,15.346,0.054,5,14.987,0.084,5,NA,NA,0,NA,NA,0
22.832125,0.307,-48.962489,0.44,17.853,0.28,2,18.164,0.128,2,NA,NA,0,18.021,0.12,3,17.617,0.173,3,NA,NA,0,NA,NA,0,NA,NA,0
22.83713,0.543,-49.278257,0.513,17.092,0.078,4,17.847,0.153,4,NA,NA,0,17.614,0.04,5,16.91,0.142,5,16.568,0.101,3,NA,NA,0,NA,NA,0
22.83752,0.141,-48.204303,0.126,13.326,0.03,6,13.95,0.033,6,NA,NA,0,13.625,0.023,5,13.138,0.03,5,13.007,0.039,5,13.028,0.086,2,NA,NA,0
22.843645,0.279,-48.967929,0.289,16.704,0.079,5,17.213,0.109,5,NA,NA,0,16.973,0.023,4,16.584,0.079,4,16.51,0.131,3,NA,NA,0,NA,NA,0
22.847182,0.275,-49.357601,0.175,14.631,0.037,7,15.221,0.053,7,NA,NA,0,14.889,0.051,6,14.52,0.041,6,14.425,0.052,6,NA,NA,0,NA,NA,0
22.847459,0.283,-48.534132,0.157,13.951,0.014,6,14.745,0.044,6,NA,NA,0,14.343,0.029,5,13.725,0.039,5,13.541,0.049,5,NA,NA,0,NA,NA,0
22.848859,0.312,-48.224696,0.273,16.597,0.105,6,17.204,0.07,6,NA,NA,0,16.893,0.053,5,16.313,0.104,5,16.121,0.077,4,NA,NA,0,NA,NA,0
22.849934,0.359,-49.19172,0.581,17.448,0.047,3,17.806,0.315,3,NA,NA,0,17.69,0.118,3,16.812,0.104,3,16.532,0.033,3,NA,NA,0,NA,NA,0
22.853299,0.43,-49.319831,0.343,16.268,0.093,7,17.337,0.254,7,NA,NA,0,16.807,0.051,6,15.803,0.06,6,15.41,0.047,6,NA,NA,0,NA,NA,0
22.855015,0.316,-48.526907,0.362,16.904,0.067,6,17.382,0.083,6,NA,NA,0,17.167,0.046,5,16.679,0.174,5,16.411,0.049,3,NA,NA,0,NA,NA,0
22.855306,0.334,-49.248335,0.25,15.241,0.057,7,15.811,0.05,7,NA,NA,0,15.459,0.029,6,15.099,0.048,6,14.98,0.091,6,NA,NA,0,NA,NA,0
22.859667,0.312,-48.378961,0.325,NA,NA,0,NA,NA,0,NA,NA,0,18.411,0.173,4,16.909,0.118,4,15.927,0.12,4,NA,NA,0,NA,NA,0
22.859741,0.075,-49.299839,0.114,NA,NA,0,NA,NA,0,NA,NA,0,18.265,0.193,1,17.713,0.214,1,NA,NA,0,NA,NA,0,NA,NA,0
22.865085,0.139,-48.212896,0.114,14.978,0.032,6,15.695,0.049,6,NA,NA,0,15.326,0.02,5,14.754,0.043,5,14.597,0.061,5,NA,NA,0,NA,NA,0
22.865519,0.101,-48.439394,0.086,12.089,0.014,6,12.815,0.034,6,NA,NA,0,12.44,0.022,5,11.866,0.034,5,11.681,0.038,5,11.719,0.089,2,NA,NA,0
22.865529,0.164,-48.515341,0.286,NA,NA,0,NA,NA,0,NA,NA,0,18.675,0.279,1,17.765,0.25,1,NA,NA,0,NA,NA,0,NA,NA,0
22.866155,0.621,-49.328444,0.433,16.977,0.068,5,17.912,0.13,5,NA,NA,0,17.538,0.104,4,16.626,0.098,4,16.269,0.221,3,NA,NA,0,NA,NA,0
22.867581,0.173,-48.826065,0.137,16.165,0.116,6,16.805,0.085,6,NA,NA,0,16.469,0.056,5,15.876,0.056,5,15.741,0.107,5,NA,NA,0,NA,NA,0
22.868971,0.462,-48.662479,0.269,16.523,0.047,6,17.476,0.113,6,NA,NA,0,16.978,0.053,5,16.205,0.092,5,15.911,0.065,5,NA,NA,0,NA,NA,0
22.869414,0.163,-48.969359,0.443,17.972,0.265,1,18.059,0.237,1,NA,NA,0,18.275,0.099,2,17.305,0.099,2,NA,NA,0,NA,NA,0,NA,NA,0
22.871234,0.504,-49.241036,0.256,16.638,0.06,6,17.826,0.214,6,NA,NA,0,17.127,0.091,6,16.276,0.067,6,15.912,0.095,5,NA,NA,0,NA,NA,0
22.872256,0.321,-49.367436,0.3,NA,NA,0,NA,NA,0,NA,NA,0,18.187,0.164,3,17.006,0.045,3,16.545,0.218,3,NA,NA,0,NA,NA,0
22.872721,0.339,-48.163783,0.29,16.854,0.133,6,17.609,0.116,6,NA,NA,0,17.219,0.051,5,16.53,0.12,5,16.27,0.066,4,NA,NA,0,NA,NA,0
22.873682,0.393,-48.222491,0.397,14.483,0.025,6,15.383,0.036,6,NA,NA,0,14.917,0.027,5,14.164,0.023,5,13.918,0.04,5,NA,NA,0,NA,NA,0
22.876678,0.353,-49.305447,0.38,16.437,0.128,6,17.289,0.119,7,NA,NA,0,16.795,0.12,5,16.161,0.086,5,16.048,0.025,3,NA,NA,0,NA,NA,0
22.878072,0.343,-48.318942,0.327,NA,NA,0,NA,NA,0,NA,NA,0,18.206,0.149,4,17.006,0.155,4,16.442,0.072,3,NA,NA,0,NA,NA,0
22.878506,0.23,-48.446147,0.407,16.538,0.078,5,17.926,0.147,5,NA,NA,0,17.32,0.062,5,16.033,0.073,5,15.503,0.126,5,NA,NA,0,NA,NA,0
22.881447,0.665,-49.379196,0.522,17.27,0.115,6,17.827,0.186,6,NA,NA,0,17.344,0.099,6,16.973,0.148,6,16.559,0.061,2,NA,NA,0,NA,NA,0
22.881919,0.206,-49.322594,0.175,13.283,0.044,7,14.15,0.039,7,NA,NA,0,13.673,0.045,6,13.019,0.032,6,12.789,0.035,6,12.775,0.073,2,NA,NA,0
22.885799,0.202,-48.720251,0.243,16.02,0.048,6,16.905,0.09,6,NA,NA,0,16.455,0.019,5,15.751,0.051,5,15.486,0.077,5,NA,NA,0,NA,NA,0
22.88735,0.397,-48.149496,0.304,16.474,0.11,6,17.354,0.1,6,NA,NA,0,16.878,0.028,5,16.2,0.054,5,16.103,0.148,5,NA,NA,0,NA,NA,0
