radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
23.227368,0.398,-49.12712,0.364,17.363,0.089,6,18.18,0.314,6,NA,NA,0,17.731,0.067,6,17.364,0.183,6,NA,NA,0,NA,NA,0,NA,NA,0
23.22847,0.521,-49.406645,0.287,17.366,0.057,2,18.284,0.374,2,NA,NA,0,17.828,0.182,4,17.271,0.141,4,NA,NA,0,NA,NA,0,NA,NA,0
23.230431,0.458,-49.474609,0.37,16.93,0.104,1,18.177,0.261,1,NA,NA,0,17.704,0.093,5,16.332,0.08,5,15.231,0.038,5,NA,NA,0,NA,NA,0
23.231126,0.224,-48.71564,0.267,15.9,0.04,8,16.472,0.086,8,NA,NA,0,16.18,0.046,7,15.796,0.077,7,15.632,0.15,7,NA,NA,0,NA,NA,0
23.231354,0.24,-48.461771,0.218,16.085,0.073,8,16.952,0.142,8,NA,NA,0,16.523,0.075,7,15.91,0.058,7,15.717,0.114,7,NA,NA,0,NA,NA,0
23.231421,0.458,-48.784112,0.228,14.482,0.044,8,15.302,0.06,8,NA,NA,0,14.868,0.032,7,14.197,0.026,7,13.956,0.063,7,NA,NA,0,NA,NA,0
23.232671,0.257,-49.139882,0.327,NA,NA,0,NA,NA,0,NA,NA,0,18.408,0.164,4,16.98,0.104,4,16.102,0.098,4,NA,NA,0,NA,NA,0
23.233653,0.357,-48.881813,0.495,16.868,0.131,7,17.696,0.246,7,NA,NA,0,17.334,0.078,6,16.73,0.09,6,16.407,0.171,3,NA,NA,0,NA,NA,0
23.234314,0.106,-48.249551,0.083,12.823,0.018,8,13.409,0.033,8,NA,NA,0,13.088,0.022,7,12.691,0.027,7,12.583,0.042,7,12.486,0.065,1,NA,NA,0
23.235698,0.175,-47.984455,0.201,13.484,0.04,8,14.476,0.037,8,NA,NA,0,13.961,0.023,7,13.203,0.056,7,12.891,0.048,7,12.727,0.093,1,NA,NA,0
23.236264,0.239,-48.447593,0.33,16.632,0.077,7,17.967,0.188,7,NA,NA,0,17.316,0.082,7,16.17,0.067,7,15.608,0.13,7,NA,NA,0,NA,NA,0
23.241076,0.383,-48.657993,0.236,NA,NA,0,NA,NA,0,NA,NA,0,18.319,0.129,5,17.178,0.252,5,16.162,0.068,4,NA,NA,0,NA,NA,0
23.243614,0.27,-49.346512,0.315,NA,NA,0,NA,NA,0,NA,NA,0,18.906,0.059,2,17.046,0.022,2,16.467,0.183,1,NA,NA,0,NA,NA,0
23.243758,0.311,-49.120267,0.405,17.563,0.178,1,18.444,0.332,1,NA,NA,0,17.844,0.142,5,17.474,0.349,5,NA,NA,0,NA,NA,0,NA,NA,0
23.244162,0.161,-48.319323,0.097,13.366,0.022,8,13.929,0.037,8,NA,NA,0,13.628,0.023,7,13.22,0.031,7,13.138,0.04,7,13.625,0.185,1,NA,NA,0
23.244733,0.531,-48.128925,0.145,NA,NA,0,NA,NA,0,NA,NA,0,18.381,0.217,1,17.593,0.221,1,NA,NA,0,NA,NA,0,NA,NA,0
23.245152,0.269,-47.878272,0.285,14.921,0.055,8,16.04,0.079,8,NA,NA,0,15.523,0.024,7,14.409,0.089,7,14,0.058,7,NA,NA,0,NA,NA,0
23.245895,0.336,-49.223385,0.202,15.762,0.077,9,16.571,0.094,9,NA,NA,0,16.126,0.065,8,15.46,0.033,8,15.164,0.047,8,NA,NA,0,NA,NA,0
23.247,0.246,-49.418504,0.159,13.638,0.018,9,14.117,0.051,9,NA,NA,0,13.83,0.053,8,13.534,0.032,8,13.476,0.044,8,13.652,0.026,2,NA,NA,0
23.247839,0.528,-48.552714,0.463,17.477,0.226,1,18.392,0.25,1,NA,NA,0,18.059,0.032,3,17.332,0.07,3,NA,NA,0,NA,NA,0,NA,NA,0
23.248016,0.4,-48.305604,0.419,17.016,0.125,7,17.847,0.143,7,NA,NA,0,17.392,0.061,7,16.765,0.09,7,16.524,0.164,5,NA,NA,0,NA,NA,0
23.24854,0.514,-49.254331,0.034,NA,NA,0,NA,NA,0,NA,NA,0,18.379,0.003,2,17.272,0.125,2,NA,NA,0,NA,NA,0,NA,NA,0
23.250091,0.171,-48.342018,0.152,15.897,0.067,8,16.926,0.096,8,NA,NA,0,16.439,0.025,7,15.419,0.047,7,15.126,0.076,7,NA,NA,0,NA,NA,0
23.25064,0.157,-49.088595,0.118,12.61,0.028,9,13.153,0.028,9,NA,NA,0,12.842,0.032,8,12.477,0.037,8,12.387,0.064,8,12.424,0.106,2,NA,NA,0
23.251353,0.445,-49.04629,0.335,16.832,0.132,3,18.111,0.042,3,NA,NA,0,17.629,0.087,6,16.371,0.094,6,15.657,0.127,6,NA,NA,0,NA,NA,0
23.252259,0.963,-48.152766,0.813,NA,NA,0,NA,NA,0,NA,NA,0,18.388,0.037,2,17.38,0.062,2,NA,NA,0,NA,NA,0,NA,NA,0
23.253009,0.372,-48.22084,0.544,17.601,0.2,1,18.145,0.215,1,NA,NA,0,18.059,0.144,6,16.899,0.218,6,16.396,0.038,5,NA,NA,0,NA,NA,0
23.253686,0.221,-49.463783,0.189,NA,NA,0,NA,NA,0,NA,NA,0,18.549,0.097,3,17.196,0.158,3,16.21,0.22,3,NA,NA,0,NA,NA,0
23.254399,0.832,-49.288776,0.477,NA,NA,0,NA,NA,0,NA,NA,0,17.56,0.085,6,16.725,0.132,6,16.326,0.081,5,NA,NA,0,NA,NA,0
23.258737,0.671,-47.886195,0.652,17.319,0.193,7,17.861,0.223,7,NA,NA,0,17.588,0.094,7,16.824,0.086,7,16.497,0.131,3,NA,NA,0,NA,NA,0
23.260859,0.434,-48.584576,0.442,17.539,0.215,4,18.234,0.161,4,NA,NA,0,17.939,0.229,7,16.938,0.166,7,16.513,0.195,5,NA,NA,0,NA,NA,0
23.261138,0.418,-48.03637,0.326,14.594,0.054,8,15.177,0.046,8,NA,NA,0,14.882,0.031,7,14.469,0.05,7,14.295,0.051,7,NA,NA,0,NA,NA,0
23.262552,0.222,-49.380536,0.247,16.066,0.096,9,16.652,0.068,9,NA,NA,0,16.319,0.06,8,15.877,0.077,8,15.619,0.107,7,NA,NA,0,NA,NA,0
23.2633,0.255,-48.576809,0.292,16.393,0.06,8,17.148,0.149,8,NA,NA,0,16.78,0.085,7,16.183,0.141,7,15.935,0.17,7,NA,NA,0,NA,NA,0
23.265225,0.233,-48.298852,0.164,15.897,0.067,8,16.716,0.058,8,NA,NA,0,16.27,0.035,7,15.62,0.064,7,15.325,0.074,7,NA,NA,0,NA,NA,0
23.266038,0.626,-49.526619,0.289,16.531,0.095,3,17.87,0.045,3,NA,NA,0,17.377,0.2,6,16.199,0.056,6,15.624,0.071,6,NA,NA,0,NA,NA,0
23.266614,0.139,-48.163991,0.15,13.787,0.036,8,14.523,0.034,8,NA,NA,0,14.137,0.02,7,13.591,0.05,7,13.438,0.028,7,13.155,0.124,1,NA,NA,0
23.273042,0.056,-49.195398,0.397,NA,NA,0,NA,NA,0,NA,NA,0,18.136,0.157,1,17.605,0.187,1,NA,NA,0,NA,NA,0,NA,NA,0
23.27436,0.237,-49.574457,0.281,16.434,0.081,6,17.869,0.139,6,NA,NA,0,17.146,0.119,7,15.855,0.068,7,14.974,0.07,7,NA,NA,0,NA,NA,0
23.274436,0.054,-49.494322,0.435,NA,NA,0,NA,NA,0,NA,NA,0,18.348,0.164,1,17.932,0.245,1,NA,NA,0,NA,NA,0,NA,NA,0
23.277047,0.397,-48.581218,0.334,16.995,0.183,6,17.683,0.183,6,NA,NA,0,17.431,0.11,7,16.765,0.129,7,16.71,0.198,4,NA,NA,0,NA,NA,0
23.277243,0.75,-49.477711,0.343,17.051,0.201,3,18.233,0.286,3,NA,NA,0,17.614,0.125,7,16.432,0.114,7,15.914,0.097,5,NA,NA,0,NA,NA,0
23.277455,0.705,-49.197343,0.598,17.372,0.008,2,18.254,0.124,2,NA,NA,0,17.659,0.208,6,16.877,0.062,6,16.399,0.158,3,NA,NA,0,NA,NA,0
23.277634,0.42,-47.946609,0.471,17.244,0.235,1,17.861,0.298,1,NA,NA,0,18.172,0.143,6,16.994,0.17,6,16.43,0.092,5,NA,NA,0,NA,NA,0
23.280015,0.371,-48.308286,0.38,16.813,0.058,6,17.801,0.209,6,NA,NA,0,17.348,0.118,7,16.515,0.052,7,16.171,0.097,6,NA,NA,0,NA,NA,0
23.280525,0.267,-47.882095,0.281,14.18,0.046,8,14.951,0.038,8,NA,NA,0,14.572,0.029,7,13.959,0.059,7,13.734,0.075,7,13.872,0.237,1,NA,NA,0
23.28079,0.429,-48.048642,0.504,17.241,0.234,7,17.959,0.383,7,NA,NA,0,17.66,0.146,7,16.893,0.159,7,16.461,0.184,4,NA,NA,0,NA,NA,0
23.28292,0.32,-48.087095,0.214,14.699,0.037,8,15.616,0.049,8,NA,NA,0,15.177,0.033,7,14.395,0.049,7,14.132,0.062,7,NA,NA,0,NA,NA,0
23.283459,0.08,-48.292694,0.174,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,17.101,0.146,1,16.362,0.213,1,NA,NA,0,NA,NA,0
23.284554,0.671,-48.361927,0.36,17.485,0.017,2,18.218,0.087,2,NA,NA,0,17.974,0.126,6,17.365,0.263,6,NA,NA,0,NA,NA,0,NA,NA,0
23.285978,0.42,-47.865917,0.407,16.717,0.071,8,17.464,0.069,8,NA,NA,0,17.111,0.051,7,16.352,0.118,7,16.02,0.133,6,NA,NA,0,NA,NA,0
23.286124,0.583,-49.456599,0.431,16.973,0.007,2,17.886,0.097,2,NA,NA,0,17.417,0.114,6,16.584,0.117,6,16.114,0.19,5,NA,NA,0,NA,NA,0
23.290664,0.166,-48.353515,0.126,13.191,0.018,8,13.77,0.026,8,NA,NA,0,13.453,0.024,7,13.039,0.021,7,12.921,0.037,7,12.959,0.049,2,NA,NA,0
23.291397,0.316,-48.133173,0.768,15.926,0.048,8,16.796,0.133,8,NA,NA,0,16.384,0.021,7,15.564,0.05,7,15.209,0.07,7,NA,NA,0,NA,NA,0
23.291401,0.306,-49.22213,0.361,14.969,0.104,9,15.308,0.1,9,NA,NA,0,15.071,0.102,8,14.932,0.072,8,14.919,0.056,8,NA,NA,0,NA,NA,0
23.293015,0.177,-48.984645,0.157,15.687,0.044,7,16.89,0.084,7,NA,NA,0,16.283,0.045,6,15.258,0.034,6,14.816,0.055,6,NA,NA,0,NA,NA,0
23.29319,0.454,-49.125949,0.28,16.322,0.064,8,17.559,0.134,8,NA,NA,0,16.831,0.131,9,15.843,0.064,8,15.55,0.093,9,NA,NA,0,NA,NA,0
23.293606,0.319,-47.876794,0.253,15.78,0.074,8,17.219,0.139,8,NA,NA,0,16.645,0.082,7,15.312,0.072,7,14.727,0.041,7,NA,NA,0,NA,NA,0
23.294166,0.265,-48.968542,0.183,16.056,0.058,7,16.679,0.089,7,NA,NA,0,16.319,0.034,6,15.889,0.043,6,15.786,0.188,6,NA,NA,0,NA,NA,0
23.294323,0.297,-48.023876,0.237,15.22,0.048,8,16.096,0.042,8,NA,NA,0,15.652,0.027,7,14.958,0.063,7,14.69,0.077,7,NA,NA,0,NA,NA,0
23.295143,0.153,-49.138806,0.116,12.263,0.028,10,12.879,0.044,10,NA,NA,0,12.524,0.038,9,12.109,0.033,9,11.983,0.056,9,11.969,0.049,2,NA,NA,0
23.29562,0.161,-49.651232,0.122,13.133,0.021,9,13.888,0.023,9,NA,NA,0,13.456,0.032,8,12.914,0.029,8,12.757,0.036,8,12.787,0.114,2,NA,NA,0
23.298389,0.32,-49.549239,0.465,17.132,0.069,2,18.557,0.1,2,NA,NA,0,17.787,0.137,6,16.464,0.065,6,15.733,0.082,5,NA,NA,0,NA,NA,0
23.298981,0.41,-49.674923,0.422,16.835,0.179,7,17.614,0.178,7,NA,NA,0,17.294,0.152,7,16.787,0.122,7,16.57,0.082,4,NA,NA,0,NA,NA,0
23.299233,0.061,-49.17843,0.079,NA,NA,0,NA,NA,0,NA,NA,0,18.556,0.236,1,17.443,0.177,1,NA,NA,0,NA,NA,0,NA,NA,0
23.303331,0.34,-48.34139,0.406,17.097,0.167,6,17.799,0.147,6,NA,NA,0,17.486,0.088,7,16.875,0.079,7,16.359,0.191,1,NA,NA,0,NA,NA,0
23.303764,0.155,-48.25767,0.149,14.971,0.04,8,16.338,0.063,8,NA,NA,0,15.687,0.021,7,14.422,0.034,7,13.913,0.023,7,NA,NA,0,NA,NA,0
23.304765,0.173,-48.911584,0.172,15.485,0.059,7,16.395,0.096,7,NA,NA,0,15.929,0.052,6,15.178,0.03,6,14.945,0.053,6,NA,NA,0,NA,NA,0
23.305502,0.385,-48.534701,0.263,16.95,0.149,7,17.612,0.117,7,NA,NA,0,17.258,0.028,7,16.688,0.1,7,16.451,0.13,5,NA,NA,0,NA,NA,0
23.306635,0.247,-49.413653,0.274,15.271,0.042,9,15.876,0.066,9,NA,NA,0,15.513,0.035,8,15.139,0.034,8,15.002,0.059,8,NA,NA,0,NA,NA,0
23.307206,0.409,-49.526701,0.391,17.02,0.088,6,17.753,0.158,6,NA,NA,0,17.562,0.058,7,16.567,0.08,6,16.15,0.143,5,NA,NA,0,NA,NA,0
23.30726,0.806,-47.830052,0.482,17.491,0.183,3,18.085,0.129,3,NA,NA,0,17.865,0.082,4,17.051,0.077,4,16.742,0.361,1,NA,NA,0,NA,NA,0
23.307263,0.4,-49.109855,0.449,17.261,0.16,5,18.133,0.196,5,NA,NA,0,17.666,0.127,7,16.994,0.185,7,17.009,0.323,1,NA,NA,0,NA,NA,0
23.309013,0.494,-49.140915,0.164,NA,NA,0,NA,NA,0,NA,NA,0,18.492,0.204,1,17.256,0.16,1,NA,NA,0,NA,NA,0,NA,NA,0
23.311785,0.4,-48.708758,0.333,17.251,0.186,4,18.272,0.106,4,NA,NA,0,17.633,0.121,7,16.668,0.084,7,16.293,0.086,7,NA,NA,0,NA,NA,0
23.313595,0.308,-48.589201,0.426,NA,NA,0,NA,NA,0,NA,NA,0,18.147,0.133,6,16.961,0.11,6,16.525,0.209,3,NA,NA,0,NA,NA,0
23.31361,0.477,-49.229237,0.514,17.331,0.181,4,17.999,0.264,4,NA,NA,0,17.794,0.164,5,17.508,0.163,5,NA,NA,0,NA,NA,0,NA,NA,0
23.314602,0.232,-48.895645,0.307,NA,NA,0,NA,NA,0,NA,NA,0,18.344,0.089,3,17.086,0.104,3,NA,NA,0,NA,NA,0,NA,NA,0
23.314972,0.152,-49.408241,0.089,11.569,0.014,9,12.111,0.036,9,NA,NA,0,11.809,0.05,8,11.443,0.03,8,11.328,0.03,8,11.341,0.076,2,NA,NA,0
23.315427,0.364,-48.340593,0.137,14.257,0.034,8,14.979,0.042,8,NA,NA,0,14.591,0.015,7,14.046,0.022,7,13.831,0.022,7,13.65,0.198,1,NA,NA,0
23.316234,0.131,-48.495844,0.114,12.841,0.023,8,13.666,0.039,8,NA,NA,0,13.241,0.028,7,12.589,0.02,7,12.371,0.036,7,12.276,0.012,2,NA,NA,0
23.316285,0.403,-48.004802,0.27,16.704,0.062,4,18.188,0.084,4,NA,NA,0,17.638,0.15,7,16.172,0.084,7,15.361,0.106,7,NA,NA,0,NA,NA,0
23.316594,0.219,-47.891785,0.301,15.822,0.083,8,16.869,0.059,8,NA,NA,0,16.364,0.032,7,15.43,0.084,7,15.057,0.062,7,NA,NA,0,NA,NA,0
23.317832,0.321,-48.048077,0.374,15.124,0.077,8,16.202,0.046,8,NA,NA,0,15.667,0.028,7,14.772,0.065,7,14.444,0.053,7,14.043,0.285,1,NA,NA,0
23.318481,0.269,-48.777399,0.345,NA,NA,0,NA,NA,0,NA,NA,0,18.58,0.066,3,17.541,0.17,3,NA,NA,0,NA,NA,0,NA,NA,0
23.31877,0.398,-49.181461,0.319,15.42,0.03,9,16.315,0.07,9,NA,NA,0,15.842,0.037,8,15.082,0.034,8,14.809,0.059,8,NA,NA,0,NA,NA,0
23.320168,0.552,-48.738728,0.488,17.684,0.156,2,18.103,0.188,2,NA,NA,0,18.176,0.123,4,17.442,0.207,4,NA,NA,0,NA,NA,0,NA,NA,0
23.322571,0.1,-48.033869,0.211,11.41,0.043,8,12.526,0.027,8,NA,NA,0,11.953,0.022,7,11.077,0.056,7,10.781,0.063,9,10.623,0.025,2,NA,NA,0
23.323595,0.36,-49.043227,0.263,16.499,0.058,6,17.609,0.071,6,NA,NA,0,17.046,0.074,6,16.058,0.067,6,15.671,0.081,6,NA,NA,0,NA,NA,0
23.3241,0.766,-49.469625,0.507,17.226,0.15,7,17.713,0.251,7,NA,NA,0,17.5,0.097,4,17.194,0.252,4,16.602,0.228,1,NA,NA,0,NA,NA,0
23.32454,0.021,-49.326461,0.238,NA,NA,0,NA,NA,0,NA,NA,0,18.242,0.179,1,17.216,0.137,1,NA,NA,0,NA,NA,0,NA,NA,0
23.325399,0.252,-49.264624,0.273,16.198,0.157,7,16.828,0.094,9,NA,NA,0,16.436,0.054,6,16.03,0.058,6,15.849,0.124,6,NA,NA,0,NA,NA,0
23.326105,0.324,-48.988619,0.127,NA,NA,0,NA,NA,0,NA,NA,0,18.163,0.164,1,17.573,0.175,1,NA,NA,0,NA,NA,0,NA,NA,0
23.326235,0.573,-48.656961,0.395,NA,NA,0,NA,NA,0,NA,NA,0,18.277,0.211,6,17.036,0.08,6,16.144,0.127,6,NA,NA,0,NA,NA,0
23.327147,0.432,-48.006219,0.555,17.326,0.152,6,17.92,0.331,6,NA,NA,0,17.652,0.09,6,17.189,0.106,6,16.701,0.203,2,NA,NA,0,NA,NA,0
23.327192,0.411,-48.40054,0.466,17.498,0.238,4,18.121,0.185,4,NA,NA,0,17.997,0.151,5,17.609,0.184,5,NA,NA,0,NA,NA,0,NA,NA,0
23.329109,0.371,-49.328458,0.335,16.033,0.079,9,16.775,0.136,9,NA,NA,0,16.335,0.093,8,15.793,0.036,8,15.543,0.053,8,NA,NA,0,NA,NA,0
23.329901,0.35,-49.250434,0.332,17.164,0.048,2,18.337,0.185,2,NA,NA,0,17.739,0.181,5,17.087,0.185,5,16.777,0.275,1,NA,NA,0,NA,NA,0
23.331554,0.364,-48.712177,0.259,16.439,0.07,8,17.271,0.12,8,NA,NA,0,16.828,0.041,7,16.227,0.058,7,15.983,0.249,7,NA,NA,0,NA,NA,0
23.333441,0.242,-48.12045,0.307,13.719,0.06,7,14.537,0.047,7,NA,NA,0,14.107,0.014,6,13.488,0.039,6,13.304,0.052,6,13.091,0.116,1,NA,NA,0
23.335153,0.407,-48.392474,0.525,17.297,0.131,4,17.961,0.266,4,NA,NA,0,17.908,0.124,6,17.363,0.147,6,NA,NA,0,NA,NA,0,NA,NA,0
23.335399,0.166,-48.342164,0.157,15.049,0.036,8,15.652,0.054,8,NA,NA,0,15.334,0.039,7,14.899,0.027,7,14.771,0.052,7,NA,NA,0,NA,NA,0
23.336396,0.473,-49.282809,0.344,17.348,0.048,2,18.049,0.124,2,NA,NA,0,17.748,0.175,6,16.975,0.124,6,16.572,0.064,4,NA,NA,0,NA,NA,0
23.336684,0.464,-49.234949,0.511,17.479,0.169,1,18.045,0.185,1,NA,NA,0,17.978,0.122,4,17.389,0.128,4,NA,NA,0,NA,NA,0,NA,NA,0
23.337669,0.216,-47.95631,0.265,14.181,0.059,8,14.762,0.018,8,NA,NA,0,14.474,0.023,7,14.06,0.065,7,13.917,0.053,7,NA,NA,0,NA,NA,0
23.338726,0.226,-48.928719,0.202,15.93,0.041,7,17.46,0.186,7,NA,NA,0,16.621,0.056,6,15.342,0.042,6,14.265,0.061,6,NA,NA,0,NA,NA,0
23.339309,0.598,-49.483637,0.393,16.773,0.127,7,17.494,0.164,7,NA,NA,0,17.095,0.164,8,16.647,0.122,8,16.172,0.151,5,NA,NA,0,NA,NA,0
23.339543,0.92,-48.454732,0.484,NA,NA,0,NA,NA,0,NA,NA,0,18.365,0.047,3,17.321,0.067,3,16.528,0.217,1,NA,NA,0,NA,NA,0
23.339874,0.415,-49.52252,0.085,NA,NA,0,NA,NA,0,NA,NA,0,18.437,0.221,1,17.503,0.183,1,NA,NA,0,NA,NA,0,NA,NA,0
23.340333,0.233,-48.124752,0.359,10.453,0.019,5,11.391,0.015,4,NA,NA,0,10.945,0.138,4,10.192,0.045,4,9.962,0.035,2,9.775,0.028,2,NA,NA,0
23.340481,0.355,-48.957861,0.325,16.944,0.053,6,17.623,0.165,6,NA,NA,0,17.249,0.073,6,16.621,0.107,6,16.641,0.257,6,NA,NA,0,NA,NA,0
23.341064,0.336,-48.408321,0.352,NA,NA,0,NA,NA,0,NA,NA,0,18.088,0.138,7,16.715,0.132,7,16.092,0.075,6,NA,NA,0,NA,NA,0
23.342106,0.129,-47.926855,0.368,10.955,0.052,8,11.553,0.025,8,NA,NA,0,11.291,0.072,4,10.857,0.012,5,10.747,0.049,6,10.717,0.082,2,NA,NA,0
23.343471,0.277,-48.523547,0.147,14.877,0.028,8,15.629,0.076,8,NA,NA,0,15.243,0.026,7,14.666,0.021,7,14.468,0.017,7,NA,NA,0,NA,NA,0
23.344938,0.189,-48.7024,0.194,15.726,0.034,8,16.615,0.109,8,NA,NA,0,16.168,0.056,7,15.442,0.033,7,15.171,0.099,7,NA,NA,0,NA,NA,0
23.34538,0.708,-49.318651,0.427,16.859,0.113,8,17.713,0.196,8,NA,NA,0,17.285,0.101,8,16.547,0.103,7,16.207,0.079,6,NA,NA,0,NA,NA,0
23.346379,0.42,-48.329217,0.407,17.699,0.225,1,18.143,0.212,1,NA,NA,0,18.017,0.115,5,17.381,0.239,5,NA,NA,0,NA,NA,0,NA,NA,0
23.351577,0.397,-48.542497,0.437,17.549,0.013,3,18.32,0.045,3,NA,NA,0,18.166,0.167,7,17.44,0.159,7,NA,NA,0,NA,NA,0,NA,NA,0
23.3534,0.288,-49.383686,0.22,15.69,0.042,9,16.222,0.083,9,NA,NA,0,15.926,0.044,8,15.595,0.053,8,15.513,0.088,8,NA,NA,0,NA,NA,0
23.353616,0.542,-48.666213,0.365,17.08,0.135,7,17.536,0.137,7,NA,NA,0,17.33,0.098,7,16.883,0.077,7,16.526,0.194,5,NA,NA,0,NA,NA,0
23.353907,0.217,-48.876826,0.278,16.423,0.067,7,17.681,0.184,7,NA,NA,0,17.097,0.073,6,15.895,0.045,6,15.36,0.032,6,NA,NA,0,NA,NA,0
23.354189,0.778,-49.642159,0.265,NA,NA,0,NA,NA,0,NA,NA,0,18.429,0.178,1,18.136,0.311,1,NA,NA,0,NA,NA,0,NA,NA,0
23.354974,0.536,-47.877104,0.421,16.849,0.129,8,17.606,0.165,8,NA,NA,0,17.206,0.056,7,16.511,0.104,7,16.221,0.166,6,NA,NA,0,NA,NA,0
23.356277,0.09,-48.778073,0.092,10.85,0.038,10,11.453,0.032,8,NA,NA,0,11.235,0.141,7,10.706,0.037,9,10.577,0.054,9,10.581,0.024,2,NA,NA,0
23.356847,0.342,-49.68367,0.372,NA,NA,0,NA,NA,0,NA,NA,0,17.997,0.16,5,16.788,0.1,5,16.053,0.135,4,NA,NA,0,NA,NA,0
23.358956,0.251,-48.983946,0.214,16.1,0.06,7,17.518,0.145,7,NA,NA,0,16.836,0.043,6,15.483,0.056,6,14.651,0.094,6,NA,NA,0,NA,NA,0
23.364186,0.302,-49.16595,0.142,14.215,0.019,9,14.794,0.039,9,NA,NA,0,14.458,0.047,8,14.083,0.026,8,13.958,0.045,8,NA,NA,0,NA,NA,0
23.364226,0.2,-49.055696,0.175,13.83,0.041,7,14.336,0.067,7,NA,NA,0,14.045,0.038,6,13.706,0.045,6,13.629,0.061,6,13.965,0.299,1,NA,NA,0
23.365564,0.571,-49.188634,0.318,16.327,0.075,9,17.149,0.106,9,NA,NA,0,16.659,0.057,7,16.117,0.073,7,15.856,0.155,6,NA,NA,0,NA,NA,0
23.367103,0.513,-48.846308,0.325,17.656,0.199,1,18.366,0.24,1,NA,NA,0,18.049,0.114,6,17.175,0.084,6,16.682,0.077,2,NA,NA,0,NA,NA,0
23.368945,0.496,-49.201574,0.316,17.266,0.019,3,18.023,0.136,3,NA,NA,0,17.648,0.045,5,16.766,0.1,5,16.546,0.244,5,NA,NA,0,NA,NA,0
23.369416,0.22,-48.536385,0.119,15.011,0.042,8,15.967,0.051,8,NA,NA,0,15.493,0.048,7,14.655,0.031,7,14.357,0.058,7,NA,NA,0,NA,NA,0
23.369543,0.17,-48.899067,0.125,12.332,0.023,7,12.888,0.033,7,NA,NA,0,12.57,0.027,6,12.199,0.03,6,12.092,0.06,6,12.099,0.019,2,NA,NA,0
23.371303,0.279,-48.978241,0.214,16.07,0.059,7,17.102,0.133,7,NA,NA,0,16.669,0.06,6,15.673,0.045,6,15.348,0.135,6,NA,NA,0,NA,NA,0
23.373332,0.021,-49.315143,0.35,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,17.09,0.131,1,16.039,0.156,1,NA,NA,0,NA,NA,0
23.374156,0.41,-48.149128,0.32,16.518,0.125,7,17.834,0.205,7,NA,NA,0,17.192,0.041,7,16.038,0.073,7,15.573,0.095,7,NA,NA,0,NA,NA,0
23.376897,0.176,-48.29877,0.151,13.036,0.028,8,13.856,0.032,8,NA,NA,0,13.424,0.022,7,12.809,0.023,7,12.633,0.035,7,12.657,0.134,2,NA,NA,0
23.377325,0.265,-49.224871,0.149,14.438,0.034,9,15.097,0.049,9,NA,NA,0,14.702,0.046,8,14.273,0.033,8,14.144,0.059,8,NA,NA,0,NA,NA,0
23.377846,0.276,-49.133629,0.165,15.432,0.043,10,16.067,0.113,10,NA,NA,0,15.694,0.085,9,15.226,0.076,9,15.056,0.103,9,NA,NA,0,NA,NA,0
23.378152,0.465,-48.114434,0.301,17.336,0.192,4,18.075,0.145,4,NA,NA,0,17.671,0.102,7,17.146,0.122,7,16.206,0.195,1,NA,NA,0,NA,NA,0
23.378428,0.09,-48.352731,0.085,10.908,0.015,9,12.017,0.027,8,NA,NA,0,11.474,0.058,7,10.567,0.018,9,10.255,0.035,9,10.096,0.014,2,NA,NA,0
23.378734,0.482,-49.242186,0.569,16.996,0.153,6,17.694,0.166,6,NA,NA,0,17.333,0.065,6,16.766,0.117,6,16.652,0.268,5,NA,NA,0,NA,NA,0
23.379498,0.402,-48.574491,0.299,NA,NA,0,NA,NA,0,NA,NA,0,18.183,0.214,7,16.738,0.141,7,15.999,0.094,6,NA,NA,0,NA,NA,0
23.381345,0.392,-49.114904,0.32,17.58,0.076,2,18.29,0.243,1,NA,NA,0,18.129,0.182,5,17.272,0.173,5,16.672,0.218,1,NA,NA,0,NA,NA,0
23.381384,0.178,-48.412682,0.185,15.045,0.055,8,16.166,0.095,8,NA,NA,0,15.61,0.038,7,14.614,0.031,7,14.243,0.047,7,NA,NA,0,NA,NA,0
23.381902,0.16,-48.610559,0.123,13.223,0.018,8,13.869,0.041,8,NA,NA,0,13.518,0.017,7,13.051,0.016,7,12.92,0.044,7,12.895,0.01,2,NA,NA,0
23.382796,0.32,-47.889193,0.375,17.327,0.132,4,18.124,0.187,4,NA,NA,0,17.662,0.112,7,16.969,0.246,7,16.187,0.198,1,NA,NA,0,NA,NA,0
23.383753,0.395,-49.266588,0.241,16.319,0.076,8,17.808,0.315,8,NA,NA,0,17.06,0.114,8,15.748,0.036,8,15.178,0.073,7,NA,NA,0,NA,NA,0
23.383938,0.383,-49.540313,0.528,16.838,0.054,8,17.62,0.086,8,NA,NA,0,17.151,0.069,8,16.605,0.068,8,16.32,0.121,5,NA,NA,0,NA,NA,0
